trip_distance,fare_amount,tip_amount,tolls_amount,trip_duration,speed,rate_code,payment_type
9.1,26.0,6.6,5.76,0.62,14.67741935483871,1,1
11.7,35.0,10.35,5.76,0.8111111111111111,14.424657534246574,1,1
4.44,22.0,4.76,0.0,0.4697222222222222,9.452395032525134,1,1
5.26,22.5,0.05,10.5,0.43527777777777776,12.08423739629866,5,1
8.4,27.5,6.9,5.76,0.6744444444444444,12.454695222405274,1,1
7.82,26.5,2.5,0.0,0.4802777777777778,16.282244071717756,1,1
5.6,21.5,0.0,0.0,0.5422222222222223,10.327868852459014,1,1
0.14,3.0,0.96,0.0,1.0683333333333336,0.13104524180967236,1,1
6.6,26.0,6.7,0.0,0.36,18.333333333333332,1,1
6.9,22.5,7.1,0.0,0.7077777777777777,9.748822605965465,1,1
16.18,52.5,10.86,0.0,0.7466666666666667,21.669642857142854,1,1
15.3,46.5,0.0,0.0,0.36916666666666664,41.444695259593686,1,0
0.3,3.0,0.64,0.0,0.41944444444444445,0.7152317880794702,1,1
17.4,49.0,9.95,0.0,0.7441666666666666,23.381858902575587,1,1
10.3,38.0,7.75,0.0,0.46,22.391304347826086,1,1
3.78,22.5,5.82,0.0,0.3675,10.285714285714285,1,1
14.69,40.5,0.0,0.0,0.4577777777777778,32.08980582524271,1,0
5.64,22.0,4.56,0.0,0.01138888888888889,495.2195121951219,1,1
14.04,42.5,10.95,0.0,0.3055555555555556,45.949090909090906,1,1
7.64,26.5,3.55,0.0,0.5963888888888889,12.8104331625524,1,1
8.94,28.5,5.96,0.0,0.4841666666666667,18.46471600688468,1,1
6.28,27.0,5.76,0.0,0.5791666666666667,10.843165467625898,1,1
11.01,35.0,10.64,5.76,0.5591666666666667,19.690014903129654,1,1
6.1,23.5,7.25,0.0,0.38055555555555554,16.029197080291972,1,1
17.7,66.0,15.75,12.5,0.4886111111111111,36.225127913587265,3,1
12.7,39.5,9.2,5.76,0.7777777777777778,16.328571428571426,1,1
7.49,25.5,8.04,0.0,0.31444444444444447,23.819787985865723,1,1
7.5,21.5,5.7,5.76,0.7213888888888889,10.396611474778592,1,1
7.07,22.0,4.66,0.0,0.5019444444444444,14.085224128389598,1,1
7.47,22.5,0.0,0.0,0.4077777777777778,18.318801089918257,1,0
6.8,22.5,3.57,0.0,0.6286111111111111,10.817498895271763,1,1
26.25,70.5,14.46,0.0,1.236388888888889,21.231184003594695,1,1
10.73,32.0,7.81,5.76,0.36944444444444446,29.043609022556392,1,1
3.9,25.0,4.0,0.0,0.017222222222222226,226.45161290322577,1,1
11.45,37.0,7.66,0.0,0.38166666666666665,30.0,1,1
4.5,22.0,3.57,0.0,0.49777777777777776,9.040178571428571,1,1
8.99,28.0,7.11,5.76,0.4483333333333333,20.05204460966543,1,1
6.52,22.5,4.76,0.0,0.9111111111111111,7.156097560975609,1,1
10.27,37.0,7.56,0.0,0.55,18.672727272727272,1,1
9.77,34.5,8.21,5.76,0.7044444444444444,13.869085173501578,1,1
8.38,24.5,5.68,5.76,0.45055555555555554,18.59926017262639,1,1
10.41,31.0,8.2,0.0,0.6558333333333334,15.872935196950444,1,1
8.39,30.5,6.46,0.0,0.5294444444444445,15.846799580272823,1,1
7.79,25.0,8.04,0.0,0.8266666666666667,9.423387096774194,1,1
7.5,28.5,5.96,0.0,0.6880555555555555,10.900282599919258,1,1
11.11,33.0,10.0,5.76,0.7947222222222222,13.979727368053128,1,1
9.1,31.5,4.0,5.76,0.2475,36.76767676767677,1,1
9.52,32.5,10.02,5.76,0.7008333333333333,13.583828775267538,1,1
10.8,33.0,0.0,5.76,0.6325,17.07509881422925,1,0
9.42,28.0,0.0,5.76,0.5227777777777778,18.019128586609988,1,0
17.33,68.0,17.66,20.0,0.41083333333333333,42.18255578093306,3,1
14.5,39.5,9.21,5.76,0.4897222222222222,29.608621667612024,1,1
8.6,31.5,0.0,5.76,0.4477777777777778,19.205955334987593,1,0
7.08,25.5,0.0,0.0,0.3536111111111111,20.021995286724273,1,1
3.9,24.0,4.95,0.0,0.4816666666666667,8.096885813148788,1,1
8.5,26.5,6.6,5.76,0.3497222222222222,24.305003971405878,1,1
10.49,32.0,7.81,5.76,0.5322222222222223,19.709812108559497,1,1
17.7,61.0,0.0,0.0,1.0700000000000003,16.54205607476635,1,0
12.47,41.0,9.51,5.76,0.4922222222222222,25.334085778781038,1,1
9.34,42.5,5.94,5.76,0.5747222222222222,16.25132914451426,1,1
10.66,33.0,6.86,0.0,0.37972222222222224,28.073152889539134,1,1
11.32,38.0,11.14,5.76,0.2838888888888889,39.87475538160469,1,1
12.18,40.5,9.41,5.76,0.22666666666666666,53.73529411764706,1,1
11.5,35.0,6.0,0.0,0.43472222222222223,26.45367412140575,1,1
5.5,22.5,2.5,0.0,0.3844444444444444,14.306358381502891,1,1
6.39,22.5,4.76,0.0,0.3913888888888889,16.326472675656493,1,1
7.17,24.0,3.1,0.0,0.6133333333333333,11.69021739130435,1,1
7.9,29.0,7.1,5.76,0.5255555555555556,15.03171247357294,1,1
7.5,30.0,6.35,0.0,0.5808333333333333,12.91248206599713,1,1
8.1,23.5,6.11,5.76,0.5808333333333333,13.9454806312769,1,1
9.9,29.5,7.3,5.76,0.5011111111111111,19.75609756097561,1,1
8.36,26.5,5.46,0.0,0.5466666666666666,15.292682926829269,1,1
12.43,37.0,10.89,5.76,0.5486111111111112,22.657215189873416,1,1
7.8,27.5,5.66,0.0,0.4777777777777778,16.325581395348838,1,1
13.25,37.5,9.7,0.0,0.7119444444444445,18.611002731174406,1,1
11.7,35.0,0.0,0.0,0.46055555555555555,25.404101326899877,1,0
3.2,26.5,5.45,0.0,0.44083333333333335,7.258979206049149,1,1
6.54,23.0,4.76,0.0,0.5241666666666667,12.476947535771066,1,1
9.6,34.5,8.21,5.76,0.35777777777777775,26.832298136645964,1,1
9.88,35.0,8.31,5.76,0.43972222222222224,22.468730259001894,1,1
4.71,45.0,7.0,10.5,0.4230555555555556,11.133289560078792,5,1
2.68,21.5,5.58,0.0,0.4102777777777778,6.532159783344618,1,1
11.3,35.0,5.52,0.0,0.6547222222222222,17.25922783198982,1,1
8.6,27.0,8.64,5.76,0.3647222222222222,23.579588728103577,1,1
4.56,23.0,0.0,0.0,0.5613888888888889,8.122711528946065,1,0
8.2,25.5,4.5,0.0,0.4913888888888889,16.687394007914076,1,1
4.71,23.0,4.76,0.0,0.5022222222222222,9.378318584070795,1,1
8.11,26.0,5.46,0.0,0.5669444444444445,14.304752572268495,1,1
9.07,33.5,8.01,5.76,0.47444444444444445,19.117096018735364,1,1
8.48,24.5,6.31,5.76,23.95777777777778,0.35395603376310175,1,1
6.3,24.0,0.0,0.0,0.3061111111111111,20.58076225045372,1,0
6.45,25.0,3.94,0.0,0.8166666666666667,7.8979591836734695,1,1
9.13,31.5,0.0,0.0,0.49944444444444447,18.28031145717464,1,0
12.82,36.0,9.32,0.0,0.48388888888888887,26.493685419058554,1,1
13.96,46.0,0.0,0.0,0.6730555555555555,20.741229880313664,1,1
7.6,28.5,5.95,0.0,0.30833333333333335,24.648648648648646,1,1
8.14,25.5,0.0,0.0,0.4741666666666667,17.166959578207383,1,0
7.51,23.5,7.52,5.76,0.6572222222222223,11.426880811496195,1,1
7.2,21.5,4.55,0.0,0.3663888888888889,19.651250947687643,1,1
6.2,23.5,3.65,0.0,0.2866666666666667,21.627906976744185,1,1
9.5,29.0,10.65,5.76,0.7319444444444444,12.979127134724859,1,1
10.6,36.0,7.45,0.0,0.41444444444444445,25.576407506702413,1,1
3.61,22.0,4.56,0.0,0.5244444444444445,6.883474576271186,1,1
9.77,29.5,4.0,5.76,0.47444444444444445,20.592505854800937,1,1
9.1,26.0,6.7,5.76,0.38666666666666666,23.53448275862069,1,1
14.5,43.0,5.7,0.0,0.3030555555555556,47.84601283226397,1,1
11.0,31.5,7.7,5.76,0.545,20.183486238532108,1,1
5.9,21.5,4.55,0.0,0.45305555555555554,13.022685469037402,1,1
3.35,22.5,6.08,0.0,0.6894444444444444,4.858984689766318,1,1
9.2,26.5,6.81,5.76,0.6788888888888889,13.551554828150572,1,1
8.86,27.0,6.71,5.76,0.7405555555555555,11.963990997749438,1,1
11.7,34.0,8.11,5.76,0.5322222222222223,21.983298538622126,1,1
5.7,27.0,4.32,0.0,0.4361111111111111,13.070063694267516,1,1
3.69,21.5,4.0,0.0,0.4841666666666667,7.621342512908777,1,1
14.4,45.0,0.0,5.76,0.5280555555555555,27.269857969489745,1,1
12.5,40.0,8.36,0.0,0.3016666666666667,41.436464088397784,1,1
7.7,29.5,6.25,0.0,0.8061111111111111,9.552033080634045,1,1
5.86,33.5,10.29,0.0,0.44805555555555554,13.078735275883448,1,1
17.0,65.0,10.0,10.5,0.3452777777777778,49.235720032180204,3,1
6.2,22.0,0.0,0.0,0.7394444444444445,8.384673178061608,1,0
10.23,32.0,7.71,5.76,0.4752777777777778,21.52425482174167,1,1
14.37,40.0,0.0,0.0,0.36583333333333334,39.28018223234624,1,0
7.2,23.5,6.01,5.76,0.6355555555555555,11.32867132867133,1,1
10.54,31.0,0.0,0.0,0.7977777777777778,13.211699164345402,1,0
14.24,54.5,11.16,0.0,0.6383333333333333,22.30809399477807,1,1
6.69,22.5,4.76,0.0,0.5263888888888889,12.709234828496042,1,1
11.6,34.5,7.05,0.0,0.33916666666666667,34.2014742014742,1,1
12.52,38.0,6.0,5.76,0.49583333333333335,25.250420168067226,1,1
7.45,31.5,6.46,0.0,0.8161111111111111,9.128658951667802,1,1
7.5,27.0,8.3,0.0,0.8175,9.174311926605505,1,1
15.44,42.5,10.95,0.0,0.4797222222222222,32.18529241459178,1,1
6.55,21.5,4.46,0.0,0.39805555555555555,16.454989532449407,1,1
11.55,34.0,5.22,0.0,0.37277777777777776,30.98360655737705,1,1
9.63,29.5,5.5,5.76,0.6586111111111111,14.621678616617462,1,1
9.88,34.0,8.11,5.76,0.4175,23.66467065868264,1,1
11.18,34.5,8.95,0.0,0.6452777777777777,17.325871717606542,1,1
10.75,32.0,9.76,5.76,0.7461111111111111,14.408041697691736,1,1
8.95,35.0,0.0,0.0,0.285,31.403508771929825,1,0
6.86,28.5,0.0,0.0,0.5611111111111111,12.225742574257426,1,0
5.4,23.5,4.0,0.0,0.5747222222222222,9.395843402609957,1,1
17.37,95.0,15.0,0.0,0.6916666666666667,25.113253012048194,5,1
15.84,60.5,17.82,10.5,0.4247222222222222,37.29496402877698,3,1
7.5,22.0,0.0,0.0,0.5944444444444444,12.616822429906541,1,0
8.7,27.0,6.8,5.76,0.32305555555555554,26.93035253654342,1,1
18.8,70.0,15.0,18.5,0.67,28.059701492537314,3,1
18.9,50.0,8.0,0.0,0.7311111111111112,25.85106382978723,1,1
0.2,3.0,0.85,0.0,1.2783333333333333,0.15645371577574968,1,1
11.55,47.5,0.0,0.0,0.41805555555555557,27.627906976744185,1,0
10.17,31.5,6.56,0.0,0.35944444444444446,28.293663060278206,1,1
11.3,36.5,8.6,5.76,0.6261111111111111,18.047914818101155,1,1
8.27,25.0,2.58,0.0,0.26472222222222225,31.24029380902413,1,1
4.92,26.5,6.82,0.0,0.2758333333333333,17.836858006042295,1,1
4.0,22.5,4.65,0.0,0.4677777777777778,8.551068883610451,1,1
6.8,26.0,3.2,0.0,0.5413888888888889,12.560287326834272,1,1
10.62,39.5,11.52,5.76,0.5447222222222222,19.49617542070372,1,1
9.23,28.5,4.5,5.76,0.6630555555555555,13.920402178466697,1,1
9.5,29.5,4.0,0.0,0.4652777777777778,20.417910447761194,1,1
11.37,37.0,8.91,5.76,0.6855555555555556,16.58508914100486,1,1
9.18,28.5,0.0,5.76,1.9958333333333333,4.599582463465553,1,0
3.23,24.5,7.59,0.0,0.37916666666666665,8.518681318681319,1,1
5.36,21.5,4.46,0.0,0.4588888888888889,11.68038740920097,1,1
6.07,26.5,5.46,0.0,0.8016666666666666,7.5717255717255725,1,1
12.14,41.5,5.77,5.76,0.4166666666666667,29.136,1,1
8.26,27.5,5.76,0.0,0.4191666666666667,19.705765407554672,1,1
11.3,32.0,7.7,5.76,0.8058333333333333,14.022750775594623,1,1
6.9,23.0,4.85,0.0,0.7891666666666667,8.743400211193242,1,1
7.47,25.5,5.26,0.0,0.3616666666666667,20.65437788018433,1,1
9.01,25.5,2.68,0.0,0.7341666666666666,12.272417707150964,1,1
4.92,25.0,4.0,0.0,0.6697222222222222,7.346329323931978,1,1
8.1,26.0,6.5,5.76,0.39861111111111114,20.320557491289197,1,1
13.06,36.0,11.19,0.0,0.6594444444444445,19.804549283909015,1,1
12.9,36.5,8.71,5.76,0.2961111111111111,43.56472795497186,1,1
11.89,39.5,9.21,5.76,0.46111111111111114,25.7855421686747,1,1
3.9,25.5,5.25,0.0,0.47444444444444445,8.220140515222482,1,1
11.06,35.0,12.47,5.76,0.5141666666666667,21.510534846029174,1,1
11.07,32.5,7.81,5.76,0.3997222222222222,27.69423210562891,1,1
12.79,42.5,10.01,5.76,0.8497222222222223,15.051977770513238,1,1
10.79,39.5,8.06,0.0,0.0175,616.5714285714284,1,1
11.13,31.5,0.0,5.76,0.6238888888888889,17.839715048975958,1,0
8.4,27.0,6.95,0.0,0.5513888888888889,15.23425692695214,1,1
2.46,26.0,5.56,0.0,0.47444444444444445,5.1850117096018735,1,1
4.2,23.0,3.57,0.0,0.9480555555555555,4.43012012891884,1,1
11.16,32.5,6.66,0.0,0.23333333333333334,47.82857142857143,1,1
9.2,27.0,5.66,0.0,0.4825,19.067357512953368,1,1
9.26,31.0,6.36,0.0,0.55,16.836363636363636,1,1
5.73,22.0,4.56,0.0,0.41,13.975609756097564,1,1
11.64,36.5,6.46,5.76,0.8272222222222222,14.071188717259908,1,1
26.8,71.5,11.0,0.0,1.676111111111111,15.98939343718926,1,1
6.9,25.0,4.0,0.0,0.61,11.311475409836067,1,1
9.5,33.5,10.1,5.76,0.5008333333333334,18.96838602329451,1,1
6.4,22.5,5.95,0.0,0.9666666666666667,6.620689655172414,1,1
9.57,33.0,7.91,5.76,0.015555555555555555,615.2142857142858,1,1
8.97,28.5,14.8,0.0,0.6108333333333333,14.684856753069578,1,1
5.8,26.5,2.7,0.0,0.6136111111111111,9.452240832956088,1,1
5.7,22.0,4.65,0.0,0.7455555555555555,7.6453055141579735,1,1
15.79,44.5,9.26,0.0,0.5038888888888889,31.336273428886432,1,1
10.42,33.5,6.86,0.0,0.47833333333333333,21.78397212543554,1,1
9.27,26.5,6.71,5.76,0.4738888888888889,19.561547479484172,1,1
7.62,23.0,4.86,0.0,0.3277777777777778,23.247457627118646,1,1
9.31,32.0,7.09,2.64,1.0611111111111113,8.773821989528795,1,1
10.4,31.5,6.45,0.0,0.5208333333333334,19.968,1,1
9.94,33.0,8.11,5.76,0.5,19.88,1,1
8.24,26.5,0.0,5.76,0.25805555555555554,31.931108719052748,1,0
14.22,52.5,13.32,0.0,0.5655555555555556,25.143418467583498,1,1
8.71,27.0,6.71,5.76,0.49194444444444446,17.70525127046866,1,1
8.0,25.5,4.2,0.0,0.47305555555555556,16.911332941867293,1,1
6.8,24.0,5.05,0.0,0.6238888888888889,10.899376669634906,1,1
8.53,25.0,5.26,0.0,0.5769444444444445,14.784785748675972,1,1
5.57,25.5,5.26,0.0,0.4911111111111111,11.341628959276019,1,1
3.6,25.5,5.25,0.0,0.5180555555555556,6.949061662198391,1,1
3.16,23.5,4.86,0.0,0.4727777777777778,6.6839012925969445,1,1
7.44,23.5,6.2,0.0,0.5652777777777778,13.161670761670763,1,1
11.36,45.0,9.16,0.0,0.6686111111111112,16.990444536767757,1,1
6.01,22.5,4.66,0.0,0.3277777777777778,18.335593220338982,1,1
7.43,27.0,5.66,0.0,0.4702777777777778,15.799173065564085,1,1
7.15,27.0,0.0,0.0,0.37083333333333335,19.280898876404496,1,0
10.0,30.5,0.0,0.0,0.625,16.0,1,0
6.39,24.0,0.0,0.0,0.3075,20.78048780487805,1,1
9.91,32.0,7.71,5.76,0.47194444444444444,20.99823425544438,1,1
10.3,30.0,0.0,0.0,0.5438888888888889,18.937691521961188,1,0
13.44,38.5,0.0,5.76,0.45222222222222225,29.719901719901717,1,0
6.5,25.0,4.0,0.0,0.01972222222222222,329.5774647887324,1,1
6.4,25.0,6.55,0.0,0.6847222222222222,9.34685598377282,1,1
7.77,22.5,7.39,5.76,23.898055555555555,0.32513105436286077,1,1
0.2,2.5,0.95,0.0,0.7863888888888889,0.25432709290003536,1,1
9.5,28.0,7.0,5.76,0.5994444444444444,15.848007414272475,1,1
11.28,33.0,7.0,5.76,0.4,28.199999999999996,1,1
6.61,24.0,4.96,0.0,0.3502777777777778,18.870737509912768,1,1
8.76,31.5,6.66,0.0,0.5083333333333333,17.2327868852459,1,1
9.1,31.0,7.5,5.76,0.3552777777777778,25.613760750586394,1,1
10.03,32.0,9.64,5.76,0.33916666666666667,29.57248157248157,1,1
9.1,26.5,6.6,5.76,0.49722222222222223,18.30167597765363,1,1
3.9,21.5,4.45,0.0,0.7391666666666666,5.276211950394589,1,1
7.4,22.0,7.26,5.76,0.5494444444444444,13.46814964610718,1,1
7.05,22.0,5.7,0.0,0.7961111111111111,8.855547801814375,1,1
5.6,22.0,4.66,0.0,0.32666666666666666,17.142857142857142,1,1
6.55,24.5,0.0,0.0,0.5616666666666666,11.661721068249259,1,0
12.37,51.0,0.0,5.76,0.8063888888888889,15.339993110575266,1,1
10.87,34.0,10.39,5.76,0.4247222222222222,25.593198168737736,1,1
10.34,29.5,0.0,0.0,0.5397222222222222,19.158003088008236,1,0
10.93,35.5,0.0,5.76,0.5769444444444445,18.944631680308134,1,0
16.6,50.5,11.4,5.76,0.3288888888888889,50.472972972972975,1,1
8.87,38.5,9.01,5.76,0.7744444444444445,11.453371592539453,1,1
8.04,28.5,5.86,0.0,0.8063888888888889,9.970375473647948,1,1
11.8,35.5,7.45,0.0,0.4652777777777778,25.361194029850747,1,1
17.5,68.0,0.0,14.65,1.050555555555556,16.657852987837117,3,0
7.8,25.0,5.15,0.0,0.5111111111111111,15.260869565217392,1,1
0.15,3.0,1.29,0.0,0.9161111111111111,0.1637355973317162,1,1
6.08,24.5,5.06,0.0,1.0363888888888892,5.866523720182255,1,1
5.68,22.0,4.66,0.0,0.4125,13.76969696969697,1,1
8.1,25.5,0.0,0.0,0.4186111111111111,19.349701393497014,1,0
10.78,32.5,6.76,0.0,0.5344444444444445,20.170478170478166,1,1
3.45,26.0,0.0,0.0,0.37583333333333335,9.17960088691796,1,0
3.2,30.5,11.0,0.0,0.020277777777777777,157.8082191780822,1,1
7.64,26.0,5.46,0.0,0.6558333333333334,11.649301143583227,1,1
26.9,70.5,0.0,8.5,0.45861111111111114,58.655360387643846,1,1
9.19,28.0,8.76,5.76,0.7575,12.132013201320133,1,1
9.05,27.0,7.2,0.0,0.45916666666666667,19.709618874773142,1,1
8.55,25.0,6.31,5.76,0.016111111111111114,530.6896551724137,1,1
9.77,27.5,6.91,5.76,0.5086111111111111,19.209175314036045,1,1
7.95,24.5,5.16,0.0,0.5591666666666667,14.217585692995529,1,1
0.06,2.5,0.0,0.0,0.3025,0.19834710743801653,1,0
8.8,27.0,5.56,0.0,0.7769444444444444,11.326421165534502,1,1
6.33,22.5,2.7,0.0,0.4461111111111111,14.1892901618929,1,1
5.1,21.5,4.45,0.0,0.48583333333333334,10.497427101200685,1,1
9.23,37.0,8.91,5.76,0.4708333333333333,19.603539823008852,1,1
3.33,23.5,2.5,0.0,0.40805555555555556,8.160653505786248,1,1
11.35,38.0,11.64,0.0,0.5152777777777777,22.026954177897576,1,1
2.69,22.0,4.56,0.0,0.5536111111111112,4.859006522829904,1,1
10.1,29.0,6.05,0.0,0.45555555555555555,22.170731707317074,1,1
9.69,30.0,7.41,5.76,0.7144444444444444,13.562986003110419,1,1
2.1,29.0,7.45,0.0,0.5622222222222222,3.735177865612649,1,1
7.44,24.0,4.0,0.0,0.5186111111111111,14.346009641135511,1,1
5.3,22.0,0.0,0.0,0.5102777777777778,10.386499727817093,1,0
5.31,24.5,5.26,0.0,0.4036111111111111,13.156228492773572,1,1
6.54,23.0,6.08,0.0,0.2786111111111111,23.473579262213363,1,1
10.74,31.5,9.52,5.76,0.3252777777777778,33.01793339026473,1,1
14.14,44.5,9.06,0.0,0.34305555555555556,41.217813765182186,1,1
8.92,27.5,5.76,0.0,0.755,11.814569536423841,1,1
6.75,27.5,5.76,0.0,0.6716666666666666,10.049627791563276,1,1
9.08,33.0,8.45,0.0,0.5986111111111111,15.168445475638052,1,1
10.72,32.5,7.81,5.76,0.31444444444444447,34.091872791519435,1,1
7.66,28.0,7.32,0.0,0.3511111111111111,21.81645569620253,1,1
11.11,38.5,11.79,0.0,0.4552777777777778,24.40268456375839,1,1
8.88,28.0,1.08,0.0,23.603055555555557,0.3762224759035436,1,1
8.6,28.5,6.06,0.0,0.35194444444444445,24.43567482241515,1,1
5.6,24.0,5.2,0.0,0.7236111111111111,7.7389635316698655,1,1
5.43,22.0,0.0,0.0,0.29888888888888887,18.16728624535316,1,1
7.83,23.5,6.11,5.76,0.605,12.942148760330578,1,1
8.7,34.0,8.11,5.76,0.8797222222222222,9.889485317335017,1,1
16.58,74.0,0.0,10.5,0.5372222222222223,30.862461220268866,3,0
6.7,21.5,4.56,0.0,0.4727777777777778,14.17156286721504,1,1
19.8,54.0,11.05,0.0,0.3927777777777778,50.410183875530414,1,1
9.84,29.5,7.21,5.76,0.4683333333333333,21.01067615658363,1,1
8.28,36.0,0.0,5.76,0.5813888888888888,14.241758241758241,1,1
